Unnamed: 0,document,star,label
3667,방금 보고 온 사람인데요 진짜 그냥 긴장감은 말할 것 없어요. 진짜 쩝니다. 근데 스토리는 빈약해요. 부분부분 부족한 부분이 많고 초반에 배경설명으로 좀 길게 끄는 느낌이 있긴 했는데 그래도 부족하긴 합니다. 근데 저는 막 심하게 거슬리진 않았어요. 배우분들이 연기를 너무 잘해서... 일단 웬만한 잘만든 공포영화 못지않게 무서울정도로 긴장감은 최고입니다. 심장떨려요. 스토리에 많이 중점을 두시는 분이시라면 약간 피하시는게 좋을것 같아요. 그래도 볼만합니다. 재미있어요.(약간 배그에서 모티브를 얻은건지 배그의 느낌이 나네요 ㅋㅋ) , 8,1
3668,잔인한 장면 별로 없이 분위기만으로 압도 , 10,1
3669,과격한 액션 뒤에 간결하면서도 함축적 의미가 가득하다 , 8,1
3670,액션씬들도 섬세하게 잘 찍었는데 중간중간에 캐릭터들의 감정선들도 섬세하게 잘 그려냄. 이건 진짜 극장에서 제대로 보고싶다. , 10,1
3671,잘모르겠다 정말10점인지 , 1,0
3672,와...감독...진짜 .... 이름 기억하겠소 , 2,0
3673,, 10,1
3674,"차라리 시즌제 드라마로 나왔으면 완성도가 높았을듯..짧은 런타임에 맞춰 시대적 배경, 인물배경과 관계, 뿌려지는 떡밥과 그에 회수.. 어느하나 제대로 이뤄지지 못했다..보는내내 빠르게 비중이 있을법한 소재들을 던져주긴하나, 관련내용은 간결하게 설명으로 넘어가고, 회수도 ""이렇게 됐다"" 식으로 넘어가다 보니 몰입도가 떨어졌다.등장인물의 성향이나 관계 설정도 설명이 부족하다 보니 그 인물의 결말을 보고선 ""아 저정도까지 서로간에 연결성이 있었구나""라고 유추를 하게 된다.딱 제목 그대로 사냥의 시간에만 초점을 맞춘건지 개인적으로 시대적 배경이나 영화속 인물들의 관계 등 흥미를 유발할 수 있는 소재들이 산재해 있고 좀더 영화에 몰입할 수 있기를 바랬으나.. 영화 상영시간안에 모든 내용을 함축하기란 이정도 밖에 안되는 거구나 라고 스스로 납득을 시키며 마무리하게 된다. ", 4,0
3675,"리뷰해봅니다.무엇보다 영상미가 좋았습니다.컬러감으로 압도하는 분위기가 영화관에 관람하였다면 더 좋았을 것 같다는 생각을 해봅니다.RED, ORANGE, BLUE, EMERALD, GRAY 화면 전체를 뒤덮은 컬러의 영상미가 아름다웠습니다.청춘이 갖는 / 어설픔 / 불안함 / 두려움/ 무모할 것 같지만 시도해 보는 패기 /분노들을 감독은 적절하게 영화에 표현 했다고 생각합니다.최근에 주로 보았던 영화들 버닝, 기생충 등등 우리사회와 청춘에 대한 다룬 영화들과 같이영화를 보는 중간에 내가 주인공이 된것 처럼 4명의 친구가 계획을 성공 후 바로 거기서 영화가 멈춰버렸으면좋겠다는 생각과 함께 그후 계속되는 내용에서는주인공이 느끼는 두려움과 공포를 같이 느끼면서 보았습니다.스토리면에서는 러닝타임을 고려했을 때 '너무 무모하잖아', '더이상 무슨 내용이 나올 수 있겠어' 라며보았는데 긴장의 끈을 놓지 않게 하면서 내용이 연결이 되어 결국에는 결말까지 내는 것을 보면서끝까지 보길 잘했다는 생각을 했습니다.전체적으로 대단한 스토리가 있는 것이 아니지만 계획하고 허무하게 실패하는 것이 아니고하나라도 이뤄내고 결국에는 다시 마지막에 정면으로 맞서겠다는 결말이 마음에 들었습니다.그게 바로 청춘 아닐까요?저는 이 영화 추천 하고싶습니다.각자 사람마다 다르겠지만 이 영화를 보고 얻어가는 것이 있을 것이라는 생각이 드네요.리뷰를 마칩니다. ", 8,1
3676,와...대박..2시간 순삭과 함께 햄식오빠에게 내맘 순삭으로 뺏겼네 , 10,1
3677,"평범한 내용, 진부한 소재. 그러나 독특한 연출로 영화는 흥미진진하고 몰입감 강한 명작이 되었다. 신기하다. 이렇게 연출할 수 있다는게... ", 10,1
3678,"어느 포인트가 노잼이지...? 크랭크인부터 2년 기다린 영화다. 혹평 파티길래 서운했는데 나만 꿀잼인가.. 에어팟끼고 보는거 추천합니다. 시작부터 끝까지 긴장하게 만드는 사운드에 경보음이 어느새 브금이 되는 디테일에 놀랐어요. 두시간 동안 조여오는 영상미, 연출도 좋고 왜 기회를 주는지 표정연기만으로도 이해가 가는 연기력에 감탄했습니다. 물론 당연한 흐름으로 흘러간 스토리지만너무 자극적이거나 반전을 바란건 아닌지.. 두시간동안 긴장되고 몰입된 충분한 스토리의 영화같은데.. 버려진 소재가 많다고들 하는데 그거 다 못 담고도 2시간인데 다 담으면 10시간 될듯하며 애초에 2편에 떡밥 수거하려고 만든 작품이라 버려진 소재가 아닌 2편에 줏을 소재죠.. 여튼 사운드가 압권인 영화라고 생각됩니다. ", 10,1
3679,평점 테러하네 이영화 오랜만에 다시보는데 평점 1점은 너무하자나너무 티나자나~ 너무 평점 조작이자나~ 너무 이유없이 평점 깍지 말아~ , 10,1
3680,그때나 지금이나 재미있게 볼 수 있는 영화 , 10,1
3681,연기 구멍이 없는 배우들. 넷플릭스 영어 자막은 많이 아쉽더라. , 8,1
3682,학생때 봤을땐 별생각없이 봤는데 성인돼서 다시보니깐 왜이렇게 슬프냐.. 진짜 펑펑울면서봐서 머리가 띵하네.... 영화 왜 이렇게 잘만드냐고.. 여운너무남잖아.... 마지막에 황정민 혼자울고 가족들 웃는장면 같이 나오고 난 다음에 불빛반짝이는 번화가 나오게하는 연출 누구야 ㅜㅠ , 10,1
3683,초반부터 찰진욕으로 시작하여 B급감성을 추구하는듯 했으나 폐급으로 마무리 됨. , 1,0
3684,최고의 영화 제목만 생각해도 소름돋는 영화 , 10,1
3685,애니메이션의 기원일 뿐만 아니라 영상 예술 역사에서 빛을 뿜는 반석과 같은 작품이다. 색채로 가득찬 영상과 함께 서사의 구조는 완전한 이야기로서 아직도 그 영향을 뿌리고 있다. 동물들과 함께 청소하는 장면에서 상상력과 감각에 감탄했다. , 9,1
3686,생각지도 못한 전개로 흘러가니 재밌네요. , 10,1
3687,주지훈을  재발견한 영화 , 10,1
3688,"이런 초호화 캐스팅에 3점줌... 헐리웃 비슷한 영화라도 좀 따라해보지그랬냐... 시나리오, 촬영, 연출 전부 대학 졸업작품수준... ", 3,0
3689,si 바  아침드라마가  정말 잘만든 작품이란걸  느끼게 해주넹 ㅋ별점 - 는 없나 ㅋ감상포인트 줄게 없는대 억지로 추천해라네 ㅋ , 1,0
3690,2시간이 순식간에 지나갔네요. 공포 앞에서 덜덜 떨던 그들의 연기에 감탄했습니다. 제가 느낀 감정을 이야기하면 스포가 될 것 같아 조심스러워져요. 엔딩크레딧이 올라갈 때 나오는 ost까지 들어주세요. , 10,1
3691,예쁜 베이비시터가 왜 여 있누~ , 8,1
3692,, 10,1
3693,, 10,1
3694,, 10,1
3695,, 10,1
3696,밑에 1점 주고 최악이라 하는 인간들..진짜 가엾고 불쌍하다...이 영화가 주는 감동을 느끼지 못하는..진화가 덜 된 동물이라고밖에 생각이 안드는..저런사람이랑 사는 사람들은 진짜 불쌍..ㅋㅋ , 10,1
3697,보다가 암걸릴듯 개답답함 , 4,0
3698,"리빙라스베가스, 파이란, 연애그참을수없는 가벼움  가슴을 너무도 먹먹하게 만들었고 날것이지만 저런것이 진짜 사랑이구나라고 느끼게 해준  몇안되는 작품볼때마다 쏘주를 부르네요 옛여인생각나게해 ", 10,1
3699,"정말 긴장하면서 나름 재미있게 봤는데.. 한이 좀 말 안 되는 캐릭터라 중간에 현실감이 뚝 떨어지긴 했지만, 이렇게까지 평점이 처참한 이유는 뭘까.. 여주가 없기 때문인가.. ", 8,1
3700,이 시대에 이런 액션이 가능한 거였어?;;;; , 10,1
3701,케빈인더우즈를 잇는 B급을 가장한 A급 영화 , 10,1
3702,"처음 볼 때는 좋아하던 여자에 이용당했다는 생각이 이상하게 감정이입되면서 펑펑 울고, 오늘 두번째는 갑자기 돌아가신 어머니가 주인공에 감정이입 되면서 완전 펑펑 울고. 니체도 잠깐 보이고, 샤르트르도 좀 보이고, 어머니의 삶이 보이고. 어머니가 너무 보고 싶다... ", 10,1
3703,토르형 돌아왔구나 여자는 또 왜케 이쁘냐 , 10,1
3704,저는 두시간넘게 엄청 긴장하면서 잘 봤는데요... 연기구멍 하나 없고 배우들 정말 연기 최고예요.개인적으로 후속편나오면 꼭 볼겁니다. 재밌었어요 , 10,1
3705,"나는 누구인가? 이 세상은 무엇인가?라는 실존적, 근원적 질문에 대한 기분좋지 않은 답변을 들었다. ", 8,1
3706,개연성은 됐고 오락성이 충분히 좋은 영화였다낮은 평점들은 충무로의 썩은물들인가? , 8,1
3707,"시대는 알수없지만 특색있게 설정된 시공간 안에서 되게 재미있게 극을 이끈다. 갠적으로 미술과 cg 덕분에 몰입도도 좋았고, 전개도 풀어줄 땐 풀어주고 조일 때 조이다가 빵터트려 주는 것도 좋았다. 늑대소년 때 느꼈지만 감독이 장르물 잘만드는 듯. ", 8,1
3708,"진짜로 이게 왜 흥행이 안 되었는지 너무 이상한 영화. 스토리 너무 탄탄하고, 캐릭터성 너무 좋고, 소재 너무 좋고, 연출 말할 것도 없지, 작화는 씹어먹었지. 왜지?? 왤까??? 왜지... 흥행 안돼서 드림웍스 약 350명정도 해고당했다는데..이건 재개봉해서 다시 끌어모아야할 영화다... (참고로 5번째 보는 중...) ", 10,1
3709,우리나라도 난세에는 이런 인물이 등장하기를 , 8,1
3710,와 진짜 명작이다 ㅠㅜ 이런 애니 없나요ㅠㅜ , 10,1
3711,"초반의 긴장감은 있지만 영화를 보는 도중 느껴지는 스토리의 허점,개연성 부족, 질질끄는 느낌의 결말 등으로 인해 2/3시점에서 부터 집중력이 흐트러진다. 배우가 아까운 영화 ", 4,0
3712,, 10,1
3713,어쩌면 우리가 원하는 세상거짓없는 세상영화는 완벽했다 , 10,1
3714,영화를 영화로 좀 보자. 계산 좀 그만하고.. 다들 똑똑하면서 왜그래 , 10,1
3715,모두가 아이의 울음 소리를 바라볼 때의 묵직함. , 8,1
3716,살다살다 ㅎㅎㅎ 대단하다 진짜 , 2,0
3717,, 10,1
3718,쉽지않았을텐데 정말 한 인간으로서 존경합니다 정의감 넘치는 살아있는 위인 실화 , 10,1
3719,저는 재밌게 긴장감 넘치게 잘 보았어용!! 왜 평점이 낮은지 잘 모르겟어요! , 10,1
3720,웃기고 재미있는 영화 , 10,1
3721,"어머니, 그리고 어머니. ", 10,1
3722,화이트칙스와 더불어 내가 제일 아끼는 병맛영화ㅋ 미친영화ㅋ2020년에도 찾아서 보고있음ㅋ , 10,1
3723,"영화의 요소 중에 스토리만 있지 않듯, 배우들의 연기나 영상미, 그리고 감독님이 강조하시던 체험에 관한 관점에서 본다면 우리나라 영화 중 충분히 가치있는 작품이라고 생각합니다. 영화의 흐름에 맞춰 긴장감과 몰입감을 체험하며 따라가기에 더 없이 좋았습니다. ", 10,1
3724,하....영화를 보면서 내가 이상한건가 싶었다 , 2,0
3725,소름돋는 결말... 긴장감있는 연출... , 8,1
3726,좌우가 화합 못하는 건 김대중 만세를 외쳐야 기름 넣어주고 경상도 차들 타이어 구멍내고 그래서 차 번호판도 지역 없애고~ 수차례 노력했지만 이런 식의 구도로 가자는 건 전라도지 경상도가 아니다. 전라도를 위한 전라도만의 나라를 만들자는 생각을 버려야 이 나라가 산다고 본다 , 1,0
3727,최악 이게8점 평점이라니 믿기지 않음 ㅋㅋ포스터에 속아서 봤는데 뭔 이런 영화가 있나 싶음 , 2,0
3728,, 10,1
3729,"너무나 재미있게 봤다 시간가는줄 모르고...좋아하는 배우들이 나와서 흐믓했고, 다들  노래도 잘해서 놀랐다. 이루어지지 않은 사랑에 가슴이 아프다ㅠㅠ ", 9,1
3730,혼자 계속 울면서 봤네요~반가운 헨리가 나오니 더 잼나네요^^ , 10,1
3731,"오달수가 캐리 해줄거라는 안일함. 영화자체는 충무로 신파극의 전형을 그대로 갖다썼고, 전개자체가 무미건조해서 가끔씩 웃기는 장면조차 웃기지 않음. 박찬욱 감독 아래 있었다면서 뭘 보고 배웠는지 모르겠음.... ", 4,0
3732,아.... 참  한국영화의 먼지같은영화 , 2,0
3733,평점을 보고 볼까 말까 하다가 그냥 봤다.솔직히 낮은 평점 주는 사람들의 평도 인정되는 부분이 다수이다. 완성도 높은 영화는 아니다.하지만 다분히 킬링타임용으로 긴장감 가지면서 보기에는 충분히 가치있는 영화이다. , 8,1
3734,좌우를 떠나 논픽션으로 만들었네요. 뭐 하나 검증된게 없는건데 .배우들은 열심히 한건 인정 합니다 , 1,0
3735,망한 세상에서의 파수꾼2 , 10,1
3736,, 10,1
3737,마지막에 거시기 걷어차서 이긴거 아닌가 그래도 볼만했음 , 8,1
3738, 9점은 넘어야지ㅇㅇㅇ , 10,1
3739,와~ 햄식이 맨인블랙의 실수를 이 작품으로 만회하는구나! 여주인공도 매력 장난 아님! 특히 롱테이크 총격전은 진짜 예술이다. 수많은 액션 영화 봤지만 이런 연출은 첨봄. 감독 장난 아니다. 추천작! , 10,1
3740,자신을 물건 취급하지 않는 테일러가 있었다. , 10,1
3741,, 10,1
3742,, 10,1
3743,애새끼 하나때문에 천명이 뒈지는 영화 , 2,0
3744,, 10,1
3745,말이필요없다. .무조건보세요 , 10,1
3746,, ,0
3747, 솔직히 뭔 소린지 모르겠다. , 2,0
3748,유일한 단점이라곤 별점을 10점밖에 못준다는것... , 10,1
3749,김석윤 연기는 좋은데 주지훈은 오버스러움. , 7,1
3750,, 10,1
3751,후기 때문에 별로 기대 안하고 봐서 그런지 엄청 재밌게봤어요 , 10,1
3752,재밌네요.시간 가는줄 모르고 봤어요.코로나만 아니었으면 천만관객 될 영화인데.. , 10,1
3753,, 10,1
3754,재밌죠 1편 좋은작품 , 10,1
3755,감명깊었습니다. ost도좋구요 , 10,1
3756,5편보단 재밌어요 , 7,1
3757,로티플 들고 1달러 딴 기분. 10억수표로 예쁘게 똥닦고 버린 기분. 좋은 연기와 좋은 소재와 엉성한 개연성과 구성. 킬링타임으로 나쁘지 않으나 모두가 같은 아쉬움을 느낄 듯 , 7,1
3758,신기하게 끝날때 가장 잼있슴.이 영화의 시작을 끝날때 부분으로 잡고 이후 스토리로 시작했더라면정말 잼있었을텐데...스토리를 왜이렇게 짠걸까? , 4,0
3759,생각보다 괜찮아서 놀랐다잉 , 8,1
3760,"영화를 보고 배우들이 안됐다고 생각했는데, 그들이 대본을 읽고 이 영화를 선택한 것이라면 실망이 크다. ", 3,0
3761,숨죽이면서 봤어요 개인적으로 영화관에서 봤었더라면 이란 아쉬움이 , 9,1
3762,사랑 용서 인간 그리고 할리데이비슨 , 8,1
3763,시간의 사냥 , 1,0
3764,, 10,1
3765,이런 기분은 또 얼마만인지너무 좋은영화를 봤다어느하나 빠지지않는 , 10,1
3766,"영화내내 울려 퍼지는 엔리오 모르꼬네의 배경음악이 너무 아름다웠고 감동적이었다.   근데, 코로나로 생활거리 두자고 캠패인하는 와중에 오늘 동탄 CGV 내가 3일전 예약한 자리 바로 옆자리에 앉는 놈은 무슨 생각이니? 이번엔 내가 참고 미리 영화 시작전에 예약 취소후 사이드로 멀치감치 좌석 변경해줬다만.  다음부턴 그냥 그자리에서 바로 기침 퍼붓기 기술 들어간다. 진짜  쫌 정신 바짝 차리고 살아라. ..//일주일후...그래,  너 비공감 줄때까지 기다렸다. 총 관객이 5명인데 굳이 내 옆자리를 예약하는 너라는 녀석, 정말 내가 할말을 잃었다. ", 7,1
